CLIENTEID,CODMARCA,DESCDISTRI,DESCDIMES
04496,105,14.0,12.0
02731,099,14.0,12.0
04496,109,12.0,15.0
02731,100,14.0,12.0
02731,049,12.0,5.0
04496,098,12.0,15.0
04496,104,14.0,12.0
04496,099,14.0,12.0
03682,105,14.0,12.0
03682,109,12.0,15.0
03682,098,12.0,15.0
03682,104,14.0,12.0
04496,100,14.0,12.0
04496,111,12.0,0.0
04496,049,12.0,0.0
03682,099,14.0,12.0
04496,053,12.0,0.0
04497,002,10.0,14.0
04497,105,14.0,12.0
03682,100,14.0,12.0
04497,109,12.0,15.0
04497,098,12.0,15.0
04497,104,14.0,12.0
04497,099,14.0,12.0
04497,100,14.0,12.0
04497,111,12.0,0.0
00162,098,13.0,15.0
04497,049,12.0,0.0
00162,102,13.0,12.0
00162,099,14.0,12.0
00162,100,14.0,12.0
04497,053,12.0,0.0
04498,002,10.0,14.0
04498,105,14.0,12.0
04498,109,12.0,15.0
04498,098,12.0,15.0
04498,104,14.0,12.0
07046,098,14.0,15.0
04498,099,14.0,12.0
04498,100,14.0,12.0
06853,053,12.0,10.0
04498,111,12.0,10.0
04498,049,12.0,10.0
04498,053,12.0,0.0
05996,105,14.0,12.0
05996,109,12.0,15.0
05996,098,12.0,15.0
05996,104,14.0,12.0
05996,099,14.0,12.0
05996,100,14.0,12.0
05996,111,12.0,8.0
05996,049,12.0,8.0
04513,105,14.0,12.0
04053,017,12.0,14.0
04513,109,12.0,15.0
05123,105,14.0,12.0
05123,109,12.0,15.0
05123,098,12.0,15.0
05123,104,14.0,12.0
04513,098,12.0,15.0
04513,104,14.0,12.0
04513,099,14.0,12.0
04513,100,14.0,12.0
04513,111,12.0,0.0
04513,049,12.0,0.0
05123,099,14.0,12.0
04745,002,10.0,14.0
04745,105,14.0,12.0
04745,109,12.0,15.0
04745,098,12.0,15.0
04745,104,14.0,12.0
04745,099,14.0,12.0
04745,100,14.0,12.0
04745,111,12.0,0.0
04745,049,12.0,0.0
04745,053,12.0,0.0
04836,002,10.0,14.0
04836,105,14.0,12.0
04836,109,12.0,15.0
04836,098,12.0,15.0
04836,104,14.0,12.0
04836,099,14.0,12.0
04836,100,14.0,12.0
04836,111,12.0,0.0
04836,049,12.0,0.0
04836,053,12.0,0.0
04867,002,10.0,14.0
04867,105,14.0,12.0
04867,109,12.0,15.0
04867,098,12.0,15.0
04867,104,14.0,12.0
04867,099,14.0,12.0
04867,100,14.0,12.0
04867,111,12.0,0.0
04867,049,12.0,0.0
04867,053,12.0,0.0
04891,002,10.0,14.0
04891,105,14.0,12.0
04891,109,12.0,15.0
04891,098,12.0,15.0
04891,104,14.0,12.0
04891,099,14.0,12.0
04891,100,14.0,12.0
04891,111,12.0,0.0
04891,049,12.0,0.0
04891,053,12.0,0.0
05179,002,10.0,14.0
05179,105,14.0,12.0
05179,109,12.0,15.0
05179,098,12.0,15.0
05179,104,14.0,12.0
05179,099,14.0,12.0
05179,100,14.0,12.0
05179,111,12.0,0.0
05179,049,12.0,0.0
05179,053,12.0,0.0
07085,002,10.0,14.0
07085,105,14.0,0.0
07085,109,12.0,15.0
07085,103,12.0,0.0
07085,101,12.0,0.0
07085,098,12.0,15.0
07085,104,14.0,0.0
07085,102,12.0,0.0
07085,116,12.0,0.0
07085,099,14.0,0.0
07085,097,12.0,0.0
07085,096,12.0,0.0
07085,100,14.0,0.0
07085,110,12.0,0.0
07085,111,12.0,10.0
07085,049,12.0,10.0
07085,053,12.0,10.0
04229,002,10.0,14.0
07046,111,12.0,10.0
04229,105,14.0,12.0
04229,109,12.0,15.0
04229,098,13.0,15.0
07046,049,12.0,10.0
07046,053,12.0,10.0
04229,099,14.0,13.0
04229,100,14.0,13.0
04229,111,12.0,0.0
04229,049,12.0,0.0
04229,053,12.0,0.0
07443,002,10.0,0.0
02402,105,14.0,12.0
07443,005,24.0,0.0
07443,019,21.0,0.0
07443,029,23.0,0.0
07443,081,22.0,0.0
07443,078,21.0,0.0
07443,042,18.0,0.0
07443,105,14.0,0.0
07443,109,12.0,0.0
07443,103,15.0,0.0
07443,101,15.0,0.0
07443,098,13.0,0.0
07443,104,15.0,0.0
07443,102,15.0,0.0
07443,116,12.0,0.0
07443,099,14.0,0.0
05123,100,14.0,12.0
05123,111,12.0,10.0
05123,049,12.0,10.0
07443,097,15.0,0.0
07443,096,15.0,0.0
07443,100,14.0,0.0
07443,110,12.0,0.0
07443,111,12.0,0.0
07443,049,12.0,0.0
07443,053,12.0,0.0
07443,107,19.0,0.0
04241,002,10.0,14.0
04166,098,12.0,15.0
04166,104,14.0,12.0
04166,099,14.0,12.0
04241,105,14.0,12.0
04166,100,14.0,12.0
02402,098,12.0,15.0
04241,109,12.0,15.0
02402,104,14.0,12.0
04241,098,12.0,15.0
04241,104,14.0,12.0
04241,099,14.0,12.0
04241,100,14.0,12.0
04241,111,12.0,0.0
04241,049,12.0,0.0
04241,053,12.0,0.0
04256,002,10.0,14.0
04256,105,14.0,12.0
04256,109,12.0,15.0
05564,105,14.0,12.0
05564,109,12.0,15.0
05564,098,12.0,15.0
05564,104,14.0,12.0
05564,099,14.0,12.0
05564,100,14.0,12.0
05564,053,12.0,10.0
04256,098,12.0,15.0
04256,104,14.0,12.0
04256,099,14.0,12.0
04256,100,14.0,12.0
04256,111,12.0,0.0
04256,049,12.0,0.0
04256,053,12.0,0.0
04372,002,10.0,14.0
03966,111,12.0,10.0
03966,049,12.0,10.0
03966,053,12.0,10.0
04372,105,14.0,12.0
04372,109,12.0,15.0
04372,098,12.0,15.0
04372,104,14.0,12.0
04372,099,14.0,12.0
04372,100,14.0,12.0
04166,053,12.0,8.0
04372,111,12.0,0.0
05659,104,14.0,12.0
02925,105,14.0,12.0
02925,109,12.0,15.0
04372,049,12.0,0.0
04372,053,12.0,0.0
02476,098,12.0,15.0
02476,104,14.0,12.0
02476,099,14.0,12.0
02476,100,14.0,12.0
02872,105,14.0,12.0
02872,109,12.0,15.0
02872,098,12.0,15.0
02872,104,14.0,12.0
04384,002,8.0,14.0
02872,099,14.0,12.0
02872,100,14.0,12.0
02402,099,14.0,12.0
02402,100,14.0,12.0
04384,105,14.0,12.0
04384,109,12.0,15.0
04384,098,12.0,15.0
04384,104,14.0,12.0
04384,099,14.0,12.0
04384,100,14.0,12.0
04384,111,12.0,0.0
04384,049,12.0,0.0
05910,098,12.0,15.0
04384,053,12.0,6.0
06470,103,8.0,12.0
06470,101,8.0,12.0
06470,098,8.0,12.0
04449,002,10.0,14.0
05910,099,14.0,12.0
05910,100,14.0,12.0
02925,098,12.0,15.0
02925,104,14.0,12.0
06470,102,8.0,12.0
02925,099,14.0,12.0
06470,099,8.0,12.0
06470,097,8.0,12.0
06470,096,8.0,12.0
04449,105,14.0,12.0
06470,100,8.0,12.0
04449,109,12.0,15.0
04449,098,12.0,15.0
04449,104,14.0,12.0
02925,100,14.0,12.0
04449,099,14.0,12.0
04449,100,14.0,12.0
04449,111,12.0,0.0
04449,049,12.0,0.0
04449,053,12.0,0.0
04540,002,8.0,14.0
04200,105,14.0,12.0
04200,109,12.0,15.0
04200,098,12.0,15.0
04200,104,14.0,12.0
04540,105,14.0,12.0
04540,109,12.0,15.0
07262,002,14.0,0.0
07262,017,14.0,0.0
07262,019,12.0,0.0
07262,118,10.0,0.0
07262,119,10.0,0.0
07262,117,10.0,0.0
07262,029,12.0,0.0
07262,081,5.0,0.0
07262,042,12.0,0.0
07262,015,10.0,0.0
07262,105,14.0,0.0
07262,109,15.0,0.0
07262,103,12.0,0.0
07262,101,12.0,0.0
07262,098,15.0,0.0
04540,098,12.0,15.0
04540,104,14.0,12.0
04200,099,14.0,12.0
04200,100,14.0,12.0
04200,111,12.0,10.0
04200,049,12.0,10.0
04179,017,8.0,14.0
04540,099,14.0,12.0
04540,100,14.0,12.0
04540,111,12.0,0.0
04540,049,12.0,0.0
04540,053,12.0,7.0
04549,002,10.0,14.0
04549,105,14.0,12.0
04549,109,12.0,15.0
04549,098,12.0,15.0
04549,104,14.0,12.0
04549,099,14.0,12.0
07262,104,14.0,0.0
07262,102,12.0,0.0
07262,116,12.0,0.0
07262,099,14.0,0.0
07262,097,12.0,0.0
07262,096,12.0,0.0
07262,100,14.0,0.0
07262,110,12.0,0.0
04549,100,14.0,12.0
07262,074,10.0,0.0
07262,003,5.0,0.0
04549,111,12.0,0.0
04549,049,12.0,0.0
04549,053,12.0,0.0
04550,002,10.0,14.0
04550,105,14.0,12.0
04550,109,12.0,15.0
06467,098,10.0,12.0
05213,002,10.0,14.0
04550,098,12.0,15.0
04550,104,14.0,12.0
05481,100,14.0,12.0
05213,105,14.0,12.0
05213,109,12.0,15.0
05213,098,12.0,15.0
02804,105,14.0,12.0
02804,109,12.0,15.0
02804,098,12.0,15.0
02804,104,14.0,12.0
02804,099,14.0,12.0
02804,100,14.0,12.0
05213,104,14.0,12.0
05213,099,14.0,12.0
05213,100,14.0,12.0
04550,099,14.0,12.0
04550,100,14.0,12.0
04550,111,12.0,0.0
04550,049,12.0,0.0
04550,053,12.0,0.0
04551,002,10.0,14.0
04551,105,14.0,12.0
04551,109,12.0,15.0
04551,098,12.0,15.0
04551,104,14.0,12.0
04414,002,10.0,14.0
04414,105,14.0,12.0
04414,109,12.0,15.0
07259,019,8.0,0.0
07259,105,14.0,0.0
07259,109,12.0,0.0
07259,103,12.0,0.0
07259,101,12.0,0.0
07259,098,12.0,0.0
07259,104,14.0,0.0
07259,102,12.0,0.0
07259,116,12.0,0.0
07259,099,14.0,0.0
07259,097,12.0,0.0
07259,096,12.0,0.0
07259,100,14.0,0.0
07259,110,12.0,0.0
04551,099,14.0,12.0
04551,100,14.0,12.0
04551,111,12.0,0.0
04551,049,12.0,0.0
04551,053,12.0,0.0
05884,105,14.0,12.0
05884,109,12.0,15.0
05884,098,12.0,15.0
04858,002,10.0,14.0
06282,109,14.0,15.0
06282,098,14.0,15.0
04858,105,14.0,12.0
04858,109,12.0,15.0
03883,105,14.0,12.0
07287,002,14.0,0.0
04414,098,12.0,15.0
04414,104,14.0,12.0
00683,098,12.0,15.0
00683,099,14.0,12.0
00683,100,14.0,12.0
04858,098,12.0,15.0
04858,104,14.0,12.0
04414,099,14.0,12.0
02006,109,12.0,15.0
02006,098,12.0,15.0
02006,099,14.0,12.0
02006,100,14.0,12.0
04858,099,14.0,12.0
07287,005,26.0,0.0
07287,019,23.0,0.0
04858,100,14.0,12.0
04858,111,12.0,0.0
04858,049,12.0,0.0
04870,002,10.0,14.0
07287,118,10.0,0.0
04870,105,14.0,12.0
07287,119,10.0,0.0
04870,109,12.0,15.0
04870,098,12.0,15.0
04870,104,14.0,12.0
04870,099,14.0,12.0
04870,100,14.0,12.0
04414,100,14.0,12.0
04870,111,12.0,0.0
07287,117,10.0,0.0
07287,029,25.0,0.0
07287,081,24.0,0.0
07287,078,24.0,0.0
07287,031,5.0,0.0
04870,049,12.0,0.0
04870,053,12.0,8.0
05152,002,10.0,14.0
05152,105,14.0,12.0
05152,109,12.0,15.0
05152,098,12.0,15.0
05152,104,14.0,12.0
03932,017,5.0,14.0
05152,099,14.0,12.0
05152,100,14.0,12.0
05152,111,12.0,0.0
05152,049,12.0,0.0
05152,053,12.0,0.0
07287,088,5.0,0.0
07287,087,5.0,0.0
05799,017,5.0,14.0
06394,102,10.0,12.0
07287,042,20.0,0.0
07287,105,14.0,0.0
04414,049,12.0,5.0
06458,002,10.0,14.0
04414,053,12.0,8.0
04564,002,10.0,14.0
06458,105,14.0,12.0
06458,109,12.0,15.0
07287,109,12.0,0.0
07287,103,12.0,0.0
07287,101,12.0,0.0
07287,098,12.0,0.0
07287,104,14.0,0.0
07287,102,12.0,0.0
07287,116,12.0,0.0
07287,099,14.0,0.0
07287,097,12.0,0.0
04955,105,14.0,12.0
04955,109,12.0,15.0
04955,098,12.0,15.0
04955,104,14.0,12.0
04955,099,14.0,12.0
04955,100,14.0,12.0
06458,098,12.0,15.0
06458,104,14.0,12.0
07287,096,12.0,0.0
07287,100,14.0,0.0
07287,110,12.0,0.0
07287,111,12.0,0.0
07287,049,12.0,0.0
07287,053,12.0,0.0
07287,107,17.0,0.0
03883,109,12.0,15.0
03883,098,12.0,15.0
03883,099,14.0,12.0
03883,100,14.0,12.0
06458,099,14.0,12.0
06458,100,14.0,12.0
06458,111,12.0,0.0
06458,049,12.0,0.0
06458,053,12.0,10.0
04564,105,14.0,12.0
07006,002,10.0,14.0
04564,109,12.0,15.0
07006,017,7.0,14.0
04564,098,12.0,15.0
07006,015,8.0,10.0
07006,109,12.0,15.0
04564,104,14.0,12.0
07006,110,12.0,15.0
07006,111,12.0,0.0
05884,104,14.0,12.0
05884,099,14.0,12.0
05884,100,14.0,12.0
04179,105,14.0,12.0
07006,053,12.0,10.0
00076,109,12.0,15.0
00076,103,13.0,12.0
00076,098,13.0,15.0
00076,102,13.0,12.0
04564,099,14.0,12.0
07039,002,10.0,14.0
00076,099,14.0,12.0
00076,096,13.0,12.0
00076,100,14.0,12.0
07039,105,14.0,12.0
04179,098,12.0,15.0
04179,104,14.0,12.0
07039,109,12.0,15.0
04179,099,14.0,12.0
04179,100,14.0,12.0
04179,111,12.0,10.0
04179,049,12.0,10.0
04179,053,12.0,8.0
07039,098,12.0,15.0
07039,104,14.0,12.0
07039,099,14.0,12.0
07039,100,14.0,12.0
07039,111,12.0,0.0
07039,049,12.0,0.0
07039,053,12.0,0.0
07129,002,10.0,14.0
07129,105,14.0,12.0
07129,109,12.0,15.0
07129,098,12.0,15.0
07129,104,14.0,12.0
07129,099,14.0,12.0
07129,100,14.0,12.0
07129,111,12.0,0.0
07129,049,12.0,0.0
07129,053,12.0,10.0
07276,002,10.0,0.0
07276,019,8.0,0.0
00866,109,12.0,15.0
07276,105,14.0,0.0
00866,098,12.0,15.0
07276,109,12.0,0.0
07276,103,12.0,0.0
07276,101,12.0,0.0
00866,099,14.0,12.0
00866,100,14.0,12.0
07276,098,12.0,0.0
07276,104,14.0,0.0
07276,102,12.0,0.0
07276,116,12.0,0.0
07276,099,14.0,0.0
04564,100,14.0,12.0
07276,097,12.0,0.0
07276,096,12.0,0.0
04031,098,12.0,15.0
04031,104,14.0,12.0
07276,100,14.0,0.0
04031,099,14.0,12.0
04031,100,14.0,12.0
07276,110,12.0,0.0
07276,111,12.0,0.0
07276,049,12.0,0.0
07276,053,12.0,0.0
04040,098,12.0,15.0
04040,104,14.0,12.0
05158,015,8.0,10.0
05158,105,14.0,12.0
05158,109,12.0,15.0
05158,098,12.0,15.0
05158,104,14.0,12.0
00403,002,12.0,14.0
04563,002,10.0,14.0
00403,109,12.0,15.0
00403,098,12.0,15.0
05158,099,14.0,12.0
03438,053,12.0,10.5
05158,100,14.0,12.0
04040,099,14.0,12.0
04040,100,14.0,12.0
00403,099,14.0,12.0
05158,111,12.0,10.0
05158,049,12.0,10.0
00554,109,12.0,15.0
00403,100,14.0,12.0
00554,098,12.0,15.0
00554,099,14.0,12.0
00554,100,14.0,12.0
05158,053,12.0,8.0
03215,002,10.0,14.0
04563,105,14.0,12.0
04563,109,12.0,15.0
05277,105,14.0,12.0
05277,109,12.0,15.0
05277,098,12.0,15.0
05277,104,14.0,12.0
05277,099,14.0,12.0
05277,100,14.0,12.0
03215,109,12.0,15.0
03215,098,12.0,15.0
00127,109,12.0,15.0
00127,098,12.0,15.0
00127,099,14.0,12.0
00127,100,14.0,12.0
03215,099,14.0,12.0
04147,105,14.0,12.0
04147,109,12.0,15.0
04147,098,12.0,15.0
04147,104,14.0,12.0
04147,099,14.0,12.0
04147,100,14.0,12.0
03215,100,14.0,12.0
06457,105,14.0,12.0
06457,109,12.0,15.0
06457,098,12.0,15.0
06457,104,14.0,12.0
06457,099,14.0,12.0
06457,100,14.0,12.0
04563,098,12.0,15.0
04563,104,14.0,12.0
02129,096,12.0,0.0
02129,097,14.0,0.0
02129,098,14.0,15.0
02129,099,14.0,0.0
02129,101,14.0,0.0
02129,102,14.0,0.0
02129,103,14.0,0.0
02129,104,14.0,0.0
02129,105,14.0,0.0
02129,110,14.0,0.0
02129,116,14.0,0.0
07020,002,10.0,14.0
07020,105,14.0,12.0
07020,109,12.0,15.0
07020,098,12.0,15.0
07020,104,14.0,12.0
05486,002,10.0,14.0
06618,017,5.0,14.0
07020,099,14.0,12.0
07020,100,14.0,12.0
07020,111,12.0,0.0
07020,049,12.0,0.0
07020,053,12.0,0.0
04822,002,10.0,14.0
05486,105,14.0,12.0
04822,105,14.0,12.0
04822,109,12.0,15.0
04822,098,12.0,15.0
04822,099,14.0,12.0
04822,096,12.0,14.0
04822,100,14.0,12.0
04822,111,12.0,0.0
04822,049,12.0,0.0
04822,053,12.0,0.0
06618,109,12.0,15.0
04563,099,14.0,12.0
06707,109,14.0,15.0
04563,097,12.0,16.0
05486,109,12.0,15.0
05486,098,12.0,15.0
06707,098,14.0,15.0
04563,100,14.0,12.0
04563,111,12.0,10.0
04563,049,12.0,10.0
04984,002,12.0,14.0
04984,049,12.0,10.0
06618,110,12.0,15.0
02009,109,14.0,15.0
05486,104,14.0,12.0
04563,053,12.0,10.0
06066,002,10.0,14.0
02009,098,14.0,15.0
04028,105,14.0,12.0
04028,109,12.0,15.0
04028,098,12.0,15.0
04028,104,14.0,12.0
04028,099,14.0,12.0
04028,100,14.0,12.0
06385,105,14.0,12.0
06385,098,12.0,15.0
06066,017,10.0,14.0
05486,099,14.0,12.0
05486,100,14.0,12.0
04317,049,12.0,5.0
00154,098,13.0,15.0
00154,099,14.0,12.0
00154,100,14.0,12.0
05368,017,5.0,14.0
05368,105,14.0,13.0
05368,109,13.0,15.0
05368,098,13.0,15.0
05368,104,14.0,13.0
05368,099,14.0,13.0
05368,100,14.0,13.0
06385,104,14.0,12.0
06385,099,14.0,12.0
06385,100,14.0,12.0
06385,111,12.0,8.0
06385,049,12.0,8.0
06385,053,12.0,8.0
06379,002,10.0,14.0
05112,002,10.0,14.0
04880,105,14.0,12.0
04880,109,12.0,15.0
04880,098,12.0,15.0
06379,053,12.0,10.0
04880,104,14.0,12.0
04880,099,14.0,12.0
07359,002,14.0,0.0
07359,005,10.0,0.0
07359,019,8.0,0.0
03475,105,14.0,5.0
03475,109,12.0,15.0
03475,103,12.0,5.0
03475,101,12.0,5.0
03475,098,12.0,15.0
03475,104,14.0,5.0
03475,102,12.0,5.0
07359,118,10.0,0.0
03475,099,14.0,12.0
03475,097,12.0,5.0
03475,096,12.0,5.0
03475,100,14.0,12.0
03475,110,12.0,5.0
07359,119,10.0,0.0
03475,053,12.0,7.0
07359,117,10.0,0.0
06066,105,14.0,12.0
06066,109,12.0,15.0
01869,109,12.0,15.0
01869,098,12.0,15.0
01869,099,14.0,12.0
01869,100,14.0,12.0
05119,105,14.0,12.0
05119,109,12.0,15.0
07359,029,10.0,0.0
07359,081,10.0,0.0
07359,078,10.0,0.0
07359,031,8.0,0.0
07359,088,8.0,0.0
07359,087,8.0,0.0
07359,105,14.0,0.0
07359,109,12.0,0.0
07359,103,12.0,0.0
07359,101,12.0,0.0
07359,098,12.0,0.0
07359,104,14.0,0.0
07359,102,12.0,0.0
07359,116,12.0,0.0
07359,099,14.0,0.0
07359,097,12.0,0.0
07359,096,12.0,0.0
07359,100,14.0,0.0
07359,110,12.0,0.0
05119,098,12.0,15.0
05119,104,14.0,12.0
07246,105,14.0,12.0
05119,099,14.0,12.0
06486,105,14.0,12.0
06486,109,12.0,15.0
06486,098,12.0,15.0
06486,104,14.0,12.0
06486,099,14.0,12.0
06486,100,14.0,12.0
05119,100,14.0,12.0
07359,114,12.0,0.0
06664,105,14.0,12.0
06664,109,12.0,15.0
06664,098,12.0,15.0
06664,104,14.0,12.0
06664,099,14.0,12.0
03048,099,14.0,12.0
05801,049,12.0,6.0
07359,111,12.0,0.0
05252,049,12.0,6.0
06066,098,12.0,15.0
06066,104,14.0,12.0
07359,049,12.0,0.0
07359,023,10.0,0.0
07359,045,10.0,0.0
06066,099,14.0,12.0
07359,074,10.0,0.0
07359,083,10.0,0.0
07359,008,10.0,0.0
07359,024,10.0,0.0
07359,090,10.0,0.0
06066,100,14.0,12.0
07359,086,10.0,0.0
02762,105,14.0,12.0
02762,109,12.0,15.0
02762,098,12.0,15.0
02762,104,14.0,12.0
02762,099,14.0,12.0
02762,100,14.0,12.0
06664,100,14.0,12.0
04554,002,10.0,14.0
05224,105,14.0,12.0
05224,109,12.0,15.0
05224,098,12.0,15.0
05224,104,14.0,12.0
05224,099,14.0,12.0
05224,100,14.0,12.0
04554,105,14.0,12.0
04554,109,12.0,15.0
04554,098,12.0,15.0
04554,104,14.0,12.0
04554,099,14.0,12.0
04554,100,14.0,12.0
04554,111,12.0,10.0
04554,049,12.0,10.0
05112,105,14.0,12.0
06429,105,14.0,12.0
02770,105,14.0,12.0
02770,109,12.0,15.0
05112,109,12.0,15.0
05112,098,12.0,15.0
05112,104,14.0,12.0
07183,002,10.0,14.0
05112,099,14.0,12.0
02770,098,12.0,15.0
02770,104,14.0,12.0
07104,111,12.0,10.0
04880,100,14.0,12.0
07104,049,12.0,10.0
02770,099,14.0,12.0
05112,100,14.0,12.0
07104,053,12.0,10.0
02770,100,14.0,12.0
06429,098,12.0,15.0
06429,104,14.0,12.0
06429,099,14.0,12.0
06429,100,14.0,12.0
06429,049,12.0,6.0
05112,049,12.0,5.0
07183,105,14.0,12.0
06544,098,12.0,15.0
06544,104,14.0,12.0
07183,109,12.0,15.0
07183,098,12.0,15.0
06544,099,14.0,12.0
05895,105,14.0,12.0
05895,109,12.0,15.0
05895,098,12.0,15.0
05895,104,14.0,15.0
05895,099,14.0,12.0
05895,100,14.0,12.0
05895,111,12.0,10.0
05895,049,12.0,10.0
05115,105,14.0,12.0
05115,109,12.0,15.0
05115,098,12.0,15.0
05115,104,14.0,12.0
05115,099,14.0,12.0
05115,100,14.0,12.0
05115,111,12.0,10.0
05115,049,12.0,10.0
07183,104,14.0,12.0
07183,099,14.0,12.0
06544,100,14.0,12.0
06544,111,12.0,9.0
06544,049,12.0,9.0
07183,100,14.0,12.0
05970,105,14.0,12.0
07359,112,10.0,0.0
07359,053,12.0,0.0
05797,049,12.0,6.0
05970,104,14.0,12.0
04980,002,10.0,14.0
05970,099,14.0,12.0
05970,100,14.0,12.0
05110,002,10.0,14.0
02472,015,8.0,10.0
05149,105,14.0,12.0
05149,109,12.0,15.0
05149,098,12.0,15.0
05149,104,14.0,12.0
05149,099,14.0,12.0
00639,017,10.0,14.0
05149,100,14.0,12.0
05080,017,10.0,14.0
04980,105,14.0,12.0
07359,107,3.0,0.0
05080,049,12.0,10.0
07360,005,25.98,0.0
05110,105,14.0,12.0
05110,109,12.0,15.0
05149,111,12.0,10.0
05149,049,12.0,10.0
07360,019,26.13,0.0
07360,029,28.45,0.0
05149,053,12.0,8.0
04850,109,14.0,15.0
04850,098,14.0,15.0
00166,093,14.0,7.0
00166,092,14.0,7.0
04980,109,12.0,15.0
01993,015,5.0,10.0
04850,111,12.0,10.0
04980,098,12.0,15.0
04980,104,14.0,12.0
05407,017,5.0,14.0
05407,105,14.0,12.0
05407,109,12.0,15.0
05407,098,12.0,15.0
05407,104,14.0,12.0
05407,099,14.0,12.0
05407,100,14.0,12.0
05407,053,12.0,10.0
00166,081,25.0,19.0
04980,099,14.0,12.0
04850,049,12.0,10.0
04980,100,14.0,12.0
05110,098,12.0,15.0
05110,104,14.0,12.0
07360,081,34.26,0.0
04754,053,12.0,7.0
07360,078,30.87,0.0
03048,100,14.0,12.0
05110,099,14.0,12.0
05874,049,12.0,8.0
06149,103,8.0,12.0
06149,101,8.0,12.0
06149,098,8.0,12.0
06149,102,8.0,12.0
06149,099,8.0,12.0
06149,097,8.0,12.0
06149,096,8.0,12.0
06149,100,8.0,12.0
06409,105,14.0,12.0
06409,109,12.0,15.0
06409,098,12.0,15.0
06409,104,14.0,12.0
06409,099,14.0,12.0
06409,100,14.0,12.0
06409,111,12.0,8.0
04942,002,10.0,14.0
06409,053,12.0,10.0
04942,105,14.0,12.0
04942,109,12.0,15.0
04942,098,12.0,15.0
04942,104,14.0,12.0
06053,105,14.0,12.0
06053,109,12.0,15.0
06053,098,12.0,15.0
04942,099,14.0,12.0
06053,104,14.0,12.0
06053,099,14.0,12.0
06053,100,14.0,12.0
06053,111,12.0,10.0
06053,049,12.0,10.0
04942,100,14.0,12.0
05676,098,12.0,15.0
05676,099,14.0,12.0
05676,100,14.0,12.0
07360,042,21.31,0.0
05110,100,14.0,12.0
07360,107,17.38,0.0
02843,105,14.0,12.0
02843,109,12.0,15.0
02843,098,12.0,15.0
02843,104,14.0,12.0
02843,099,14.0,12.0
02843,100,14.0,12.0
04869,002,10.0,14.0
07361,005,17.69,0.0
06713,105,10.0,12.0
06713,109,10.0,12.0
06713,103,10.0,12.0
06713,101,10.0,12.0
06713,098,10.0,12.0
06713,104,10.0,12.0
06713,102,10.0,12.0
06713,099,10.0,12.0
06713,097,10.0,12.0
06713,096,10.0,12.0
06713,100,10.0,12.0
06713,110,10.0,12.0
04869,105,14.0,12.0
04869,109,12.0,15.0
04869,098,12.0,15.0
05130,002,10.0,14.0
06558,105,14.0,12.0
06558,109,12.0,15.0
06558,098,12.0,15.0
04869,104,14.0,12.0
04869,099,14.0,12.0
04869,100,14.0,12.0
07361,019,17.85,0.0
07361,029,20.43,0.0
07361,081,26.9,0.0
07364,105,14.0,12.0
06739,111,12.0,10.0
06739,049,12.0,10.0
04855,002,10.0,14.0
04855,105,14.0,12.0
04855,109,12.0,15.0
04855,098,12.0,15.0
04855,104,14.0,12.0
04855,099,14.0,12.0
04855,100,14.0,12.0
06558,104,14.0,12.0
06558,099,14.0,12.0
06558,100,14.0,12.0
05482,002,10.0,14.0
05482,015,5.0,10.0
05482,105,14.0,12.0
05482,109,12.0,15.0
04604,105,14.0,12.0
04604,109,12.0,15.0
04604,098,12.0,15.0
04604,104,14.0,12.0
04604,099,14.0,12.0
04604,100,14.0,12.0
05482,098,12.0,15.0
05130,105,14.0,12.0
04871,002,10.0,14.0
04871,105,14.0,12.0
05130,109,12.0,15.0
07364,104,14.0,12.0
05482,104,14.0,12.0
07364,099,14.0,12.0
07167,105,14.0,12.0
07167,109,12.0,15.0
05482,099,14.0,12.0
07167,098,12.0,15.0
07167,104,14.0,12.0
07167,099,14.0,12.0
04321,102,10.0,12.0
05130,098,12.0,15.0
05130,104,14.0,12.0
04871,109,12.0,15.0
05482,100,14.0,12.0
07167,100,14.0,12.0
05482,111,12.0,10.0
05482,049,12.0,10.0
05482,053,12.0,10.0
04871,098,12.0,15.0
04871,104,14.0,12.0
04871,099,14.0,12.0
05130,099,14.0,12.0
02688,017,3.0,14.0
02688,015,3.0,10.0
04871,100,14.0,12.0
07364,100,14.0,12.0
05130,100,14.0,12.0
05137,002,10.0,14.0
05720,104,10.0,12.0
05720,102,10.0,12.0
05720,099,10.0,12.0
05720,100,10.0,12.0
06873,105,14.0,12.0
06873,098,12.0,15.0
06873,104,14.0,12.0
05137,105,14.0,12.0
05102,002,10.0,14.0
06873,099,14.0,12.0
06873,100,14.0,12.0
06873,053,12.0,5.0
05102,105,14.0,12.0
05102,109,12.0,15.0
05102,098,12.0,15.0
05102,104,14.0,12.0
05102,099,14.0,12.0
02688,049,12.0,3.0
02688,053,12.0,3.0
05102,100,14.0,12.0
05137,109,12.0,15.0
05969,017,12.0,14.0
04981,105,14.0,12.0
04981,109,12.0,15.0
04981,098,12.0,15.0
04981,104,14.0,12.0
04981,099,14.0,12.0
04981,100,14.0,12.0
04981,111,12.0,8.0
04981,049,12.0,8.0
05137,098,12.0,15.0
04981,053,12.0,10.0
05137,104,14.0,12.0
01118,002,8.0,0.0
05137,099,14.0,12.0
01118,015,5.0,10.0
05137,100,14.0,12.0
